o_tid,seq,like_num,retweet_num,quote_num,comment_num,view_num,follow_num,fan_num,post_num,date
1336395676884885504,1,0,0,0,0,0,1434,1175,92083,1607460611.0
1336395676884885504,2,1,0,0,0,0,2925,869,26098,1607465984.0
1336395676884885504,3,5,0,0,0,0,1007,1324,199789,1607464812.0
1336395676884885504,4,1,0,0,0,0,2446,1663,77699,1607486981.0
1336395676884885504,5,0,0,0,1,0,17,8,962,1607499988.0
1336395676884885504,6,17,0,0,5,0,104,3246,69824,1607482345.0
1336395676884885504,7,1,0,0,0,0,104,3246,69824,1607484065.0
1336395676884885504,8,1,0,0,0,0,4982,3269,90688,1607493217.0
1336395676884885504,9,0,0,0,1,0,585,345,9190,1607492496.0
1336395676884885504,10,0,0,0,0,0,2777,2415,8588,1607735292.0
1336395676884885504,11,68,7,2,8,0,106,24,1990,1607427805.0
1336395676884885504,12,243,6,0,11,0,7747,35106,111710,1607432519.0
1336395676884885504,13,7,1,0,1,0,41719,59337,261784,1607451191.0
1336395676884885504,14,23,0,0,5,0,23861,64726,253614,1607432745.0
1336395676884885504,15,17,9,1,2,0,97943,693409,447322,1607434551.0
1336395676884885504,16,2,1,0,0,0,4111,11709,150813,1607484791.0
1336395676884885504,17,1,0,0,0,0,16320,16403,40330,1607488216.0
1336395676884885504,18,0,0,0,0,0,513,17946,39611,1649254217.0
1336395676884885504,19,178,12,1,13,0,1435,586798,278045,1607432390.0
1336395676884885504,20,15,1,0,3,0,2491,1468,14875,1607428371.0
1336395676884885504,21,31,3,0,104,0,18,3,168,1607434278.0
1336395676884885504,22,6,0,0,0,0,970,3104,38676,1607432985.0
1336395676884885504,23,5,2,0,0,0,9327,11745,50096,1607451270.0
1336395676884885504,24,33,0,3,16,0,831,3898,236870,1607428202.0
1336395676884885504,25,14,4,1,10,0,100,164,11907,1607428435.0
1336395676884885504,26,33,4,0,5,0,245,103,3440,1607432511.0
1336395676884885504,27,12,2,2,4,0,751,364,6928,1607432532.0
1336395676884885504,28,21,1,0,0,0,555,389,30204,1607432534.0
1336395676884885504,29,35,0,0,0,0,4600,4569,227566,1607432905.0
1336395676884885504,30,87,10,5,51,0,190,186,1762,1607428257.0
1336395676884885504,31,26,4,1,3,0,5063,4646,344852,1607433147.0
1336395676884885504,32,48,0,0,3,0,147,7,1933,1607433327.0
1336395676884885504,33,49,1,0,1,0,1676,319,10017,1607433791.0
1336395676884885504,34,6,1,0,1,0,3474,2690,2395,1607436124.0
1336395676884885504,35,5,1,0,2,0,145,248,48649,1607439948.0
1336395676884885504,36,5,0,0,1,0,116,11,335,1607441467.0
1336395676884885504,37,12,3,0,3,0,1674,1583,64605,1607446863.0
1336395676884885504,38,2,0,0,1,0,221,139,5221,1607448235.0
1336395676884885504,39,52,7,0,5,0,29501,393621,155340,1607457467.0
1336395676884885504,40,6,0,0,0,0,446,21,268,1607427899.0
1336395676884885504,41,0,0,0,0,0,109,16,653,1607429719.0
1336395676884885504,42,66,3,0,3,0,32,129,25358,1607432475.0
1336395676884885504,43,60,2,0,3,0,22,3,1567,1607432748.0
1336395676884885504,44,7,0,0,0,0,1413,561,33104,1607433360.0
1336395676884885504,45,2,1,0,1,0,3377,3452,92671,1607433579.0
1336395676884885504,46,10,0,0,0,0,70,37,3379,1607433908.0
1336395676884885504,47,1,0,0,0,0,3016,674,45504,1607435546.0
1336395676884885504,48,2,0,0,0,0,99,41,1930,1607436123.0
1336395676884885504,49,16,4,1,0,0,92,1642,46979,1607436362.0
1336395676884885504,50,34,5,1,3,0,9020,8298,258089,1607433129.0
1336395676884885504,51,63,4,0,0,0,40637,40291,551141,1607434610.0
1336395676884885504,52,3,2,0,0,0,8515,9523,33981,1607435727.0
1336395676884885504,53,9,0,0,5,0,1932,1268,28609,1607448785.0
1336395676884885504,54,11,1,0,1,0,14384,15255,60332,1607457427.0
1336395676884885504,55,1,1,0,0,0,6447,5908,51875,1607459373.0
1336395676884885504,56,1,0,0,0,0,105,503,91193,1607460285.0
1336395676884885504,57,1,0,0,0,0,220,45,1416,1607460375.0
1336395676884885504,58,0,0,0,1,0,248,85,697,1607461120.0
1336395676884885504,59,30,0,0,1,0,41,226,26269,1607434082.0
1336395676884885504,60,43,4,2,1,0,681,21941,100849,1607434387.0
1336395676884885504,61,4,0,0,4,0,11,12,2819,1607434836.0
1336395676884885504,62,10,2,0,0,0,26391,25962,43976,1607463017.0
1336395676884885504,63,3,1,0,0,0,2378,1921,18888,1607465791.0
1336395676884885504,64,5,1,0,0,0,5747,10574,208432,1607469499.0
1336395676884885504,65,3,1,0,0,0,13,10,2931,1607469881.0
1336395676884885504,66,4,1,0,0,0,63,25,320,1607469982.0
1336395676884885504,67,2,1,0,2,0,132,27,2532,1607490510.0
1336395676884885504,68,8,2,1,1,0,2940,245189,27850,1607498162.0
1336395676884885504,69,17,0,0,0,0,3688,1652,8376,1607432671.0
1336395676884885504,70,2,0,0,0,0,9327,16185,83346,1607432744.0
1336395676884885504,71,11,0,0,1,0,194,82,8061,1607432809.0
1336395676884885504,72,2,0,0,0,0,6587,6013,154484,1607435353.0
