o_tid,seq,like_num,retweet_num,quote_num,comment_num,view_num,follow_num,fan_num,post_num,date
1334167828035989506,1,0,0,0,0,0,11328,97618,405696,1606916838.0
1334167828035989506,2,3,1,0,0,0,376,3240,6212,1606896651.0
1334167828035989506,3,437,45,8,87,0,9605,326041,53493,1606910249.0
1334167828035989506,4,0,0,0,0,0,1141,403,46047,1606919014.0
1334167828035989506,5,0,0,0,0,0,1208,4710,54631,1606930882.0
1334167828035989506,6,1,0,0,0,0,41719,59336,261784,1606935549.0
1334167828035989506,7,0,0,0,0,0,233,43,3030,1606936131.0
1334167828035989506,8,0,0,0,0,0,42368,42817,297090,1607026816.0
1334167828035989506,9,0,0,0,0,0,4990,4220,225060,1606930032.0
1334167828035989506,10,53,7,0,4,0,4969,46318,248781,1606896759.0
1334167828035989506,11,0,0,0,1,0,517,157,3809,1606912303.0
1334167828035989506,12,0,0,0,0,0,330,136,24235,1606929347.0
1334167828035989506,13,0,0,0,0,0,436,537,4341,1606912296.0
1334167828035989506,14,2,1,0,0,0,2229,32794,172605,1606920064.0
1334167828035989506,15,3,1,0,0,0,8530,15539,25826,1606932443.0
1334167828035989506,16,2,1,0,0,0,2229,32794,172605,1606959347.0
1334167828035989506,17,53,0,0,17,0,927,2285,31452,1606896612.0
1334167828035989506,18,127,18,1,7,0,5693,5971,20966,1606896693.0
1334167828035989506,19,12,0,1,5,0,59,7,1938,1606901089.0
1334167828035989506,20,104,1,0,46,0,281,63,4802,1606897096.0
1334167828035989506,21,253,7,2,24,0,1435,586798,278045,1606896597.0
1334167828035989506,22,3238,118,7,135,0,124,1126218,32214,1606896698.0
1334167828035989506,23,180,8,1,11,0,52258,93939,109097,1606897176.0
1334167828035989506,24,8,0,0,2,0,6630,9773,51660,1606896586.0
1334167828035989506,25,140,1,0,32,0,84,923,4649,1606896614.0
1334167828035989506,26,8,0,2,27,0,32,27,197,1606896638.0
1334167828035989506,27,6,7,0,5,0,1834,2537,137226,1606896737.0
1334167828035989506,28,7,0,0,1,0,57,44,5779,1606896777.0
1334167828035989506,29,6,2,0,0,0,266,355,3399,1606896822.0
1334167828035989506,30,26,0,1,4,0,451,203,8798,1606896854.0
1334167828035989506,31,10,4,0,1,0,863,26233,163152,1606896652.0
1334167828035989506,32,11,2,0,41,0,55,63,2116,1606896653.0
1334167828035989506,33,100,4,0,70,0,100,8472,39901,1606896664.0
1334167828035989506,34,32,1,1,0,0,2245,3107,138675,1606896669.0
1334167828035989506,35,15,0,0,6,0,670,467,21574,1606896806.0
1334167828035989506,36,0,0,0,2,0,112,160768,14039,1606896812.0
1334167828035989506,37,21,1,0,1,0,7651,8771,45995,1606897355.0
1334167828035989506,38,6,1,0,0,0,7651,8771,45995,1606897722.0
1334167828035989506,39,1,0,0,0,0,3304,3313,90046,1606898825.0
1334167828035989506,40,7,1,0,0,0,2436,2031,176119,1606903681.0
1334167828035989506,41,9,0,0,5,0,10,18381,14772,1606896608.0
1334167828035989506,42,60,5,1,26,0,100,8472,39901,1606896626.0
1334167828035989506,43,29,4,0,1,0,234,431,49971,1606896640.0
1334167828035989506,44,46,1,0,1,0,661,8573,21788,1606896696.0
1334167828035989506,45,122,7,7,31,0,106635,174715,621704,1606897434.0
1334167828035989506,46,3,0,0,2,0,308,168,7704,1606897795.0
1334167828035989506,47,352,11,0,9,0,9267,77194,28861,1606898211.0
1334167828035989506,48,0,1,0,1,0,8,3,373,1606899348.0
1334167828035989506,49,4,0,1,4,0,3750,2946,36890,1606899414.0
1334167828035989506,50,4,1,0,1,0,8296,7557,72158,1606899498.0
1334167828035989506,51,4,0,0,1,0,42504,50531,144411,1606909281.0
1334167828035989506,52,12,0,0,0,0,2304,3309,50793,1606896815.0
1334167828035989506,53,146,0,0,23,0,5,2,429,1606896856.0
1334167828035989506,54,27,0,0,2,0,4625,13820,422401,1606897176.0
1334167828035989506,55,1,0,0,0,0,706,201,2411,1606897643.0
1334167828035989506,56,10,0,1,5,0,10420,10160,25093,1606897900.0
1334167828035989506,57,25,1,0,1,0,5079,6593,31796,1606898109.0
1334167828035989506,58,1,0,0,2,0,3618,3460,2639,1606899545.0
1334167828035989506,59,12,0,0,4,0,458,482,78807,1606900005.0
1334167828035989506,60,4,0,0,1,0,8195,8425,47920,1606901378.0
1334167828035989506,61,3,0,0,0,0,5965,5957,29351,1606896625.0
1334167828035989506,62,103,13,3,2,0,13586,18886,59959,1606896638.0
1334167828035989506,63,18,2,0,2,0,234,431,49971,1606896655.0
1334167828035989506,64,17,0,0,6,0,1208,837,8984,1606897248.0
1334167828035989506,65,14,0,0,1,0,131,97,8204,1606897322.0
1334167828035989506,66,13,0,0,1,0,13481,13687,168568,1606898285.0
1334167828035989506,67,2,0,0,3,0,455,234,12558,1606901315.0
1334167828035989506,68,5,1,0,0,0,20248,21869,37669,1606903004.0
1334167828035989506,69,4,1,0,0,0,905,173,2423,1606904845.0
1334167828035989506,70,1,0,0,1,0,57,205,5757,1606896841.0
1334167828035989506,71,11,0,0,2,0,47696,48700,15495,1606896946.0
1334167828035989506,72,5,0,0,2,0,565,731,22287,1606897046.0
1334167828035989506,73,14,2,0,3,0,4774,2491,69894,1606897408.0
1334167828035989506,74,17,2,0,2,0,4774,2491,69894,1606897445.0
1334167828035989506,75,0,0,0,3,0,394,875,43318,1606901193.0
1334167828035989506,76,7,0,0,1,0,14928,14807,277527,1606902599.0
1334167828035989506,77,1,0,0,0,0,2254,1090,7282,1606902790.0
1334167828035989506,78,1,0,1,4,0,3301,1757,2958,1606906274.0
1334167828035989506,79,2,0,0,1,0,323,68,10442,1606907524.0
1334167828035989506,80,17,0,1,1,0,4219,3010,25283,1606896828.0
1334167828035989506,81,41,5,0,2,0,106635,174715,621704,1606897321.0
