o_tid,seq,like_num,retweet_num,quote_num,comment_num,view_num,follow_num,fan_num,post_num,date
1678784553039659008,1,10,1,0,14,1058,758,13629,32284,1689059625.0
1678784553039659008,2,1,0,0,0,76,257,399,3541,1689141747.0
1678784553039659008,3,42,3,0,3,2054,2980,6051,8850,1689059798.0
1678784553039659008,4,4,1,0,1,247,5797,5475,72007,1689061661.0
1678784553039659008,5,2,1,0,0,210,5797,5475,72007,1689061754.0
1678784553039659008,6,20,3,2,1,673,5797,5475,72007,1689059666.0
1678784553039659008,7,7,1,0,3,342,5797,5475,72007,1689060785.0
1678784553039659008,8,2,0,0,0,227,5797,5475,72007,1689061158.0
1678784553039659008,9,33,1,0,32,2769,15247,18667,12043,1689059723.0
1678784553039659008,10,11,1,0,2,1618,710,2345,24898,1689059755.0
1678784553039659008,11,1,0,0,0,33,2701,2369,9447,1689060199.0
1678784553039659008,12,2,0,0,0,23,950,626,5259,1689071871.0
1678784553039659008,13,0,1,0,0,21,1331,5998,40716,1689060772.0
1678784553039659008,14,0,0,0,0,3,5001,3700,8558,1689067069.0
1678784553039659008,15,12,0,0,1,1764,1145,1152,14800,1689059640.0
1678784553039659008,16,2,1,0,0,24,8046,8044,36392,1689071780.0
1678784553039659008,17,6,1,0,1,681,207,845,25335,1689079864.0
1678784553039659008,18,11,1,0,1,2178,485,10398,17914,1689059652.0
1678784553039659008,19,29,3,0,15,1185,62300,109114,19084,1689060398.0
1678784553039659008,20,27,3,0,1,449,30181,34532,16044,1689059724.0
1678784553039659008,21,9,1,0,2,420,1958,1966,20581,1689063274.0
1678784553039659008,22,3,0,0,0,3662,276,3914,29261,1689059727.0
1678784553039659008,23,6,0,0,0,3077,4971,2333,12825,1689059950.0
1678784553039659008,24,35,3,0,7,2766,4969,46319,248781,1689060720.0
1678784553039659008,25,31,4,1,4,1036,7054,6410,64771,1689061100.0
1678784553039659008,26,10,1,0,2,694,5,786,31686,1689062572.0
1678784553039659008,27,14,1,0,5,1110,5,786,31686,1689062617.0
1678784553039659008,28,8,0,0,5,720,5,786,31686,1689062643.0
1678784553039659008,29,0,0,0,0,18,102,405,8168,1689063832.0
1678784553039659008,30,1,0,0,1,461,448,793,20080,1689112130.0
1678784553039659008,31,102,2,0,8,2611,125908,200176,21761,1689059630.0
1678784553039659008,32,9,1,0,40,3076,1640,17001,31647,1689059642.0
1678784553039659008,33,2,0,0,0,81,5001,3366,37657,1689059750.0
1678784553039659008,34,0,0,0,0,12,11702,18560,208803,1689060918.0
1678784553039659008,35,9,1,0,0,1066,1845,18765,14489,1689067576.0
1678784553039659008,36,1,0,0,0,209,168,273,5322,1689075861.0
1678784553039659008,37,6,0,0,1,2715,415,621,16877,1689059999.0
1678784553039659008,38,31,0,0,2,5017,225,68155,195076,1689060744.0
1678784553039659008,39,0,0,0,0,5,110,152,1078,1689069722.0
1678784553039659008,40,463,62,6,12,209387,644,3584479,7293,1689059793.0
1678784553039659008,41,59,14,0,3,3629,4784,67149,45462,1689083950.0
1678784553039659008,42,3,0,0,0,1870,1316,308,5918,1689059693.0
1678784553039659008,43,1,0,0,0,38,3371,350,566,1689059921.0
1678784553039659008,44,1,0,0,0,43,148,46,7852,1689059961.0
1678784553039659008,45,5,0,0,0,867,3251,17963,91361,1689060199.0
1678784553039659008,46,4,0,0,0,30,810,697,13851,1689060328.0
1678784553039659008,47,4,0,0,1,796,22617,32382,48411,1689061169.0
1678784553039659008,48,0,0,0,0,31,19327,26835,43763,1689061366.0
1678784553039659008,49,4,0,0,0,471,547,1844,95654,1689061540.0
1678784553039659008,50,1,0,0,0,603,1468,1319,6938,1689062009.0
1678784553039659008,51,2,0,0,1,29,93,1955,911,1689063645.0
