o_tid,seq,like_num,retweet_num,quote_num,comment_num,view_num,follow_num,fan_num,post_num,date
1338715842931023873,1,122,0,0,14,0,2445,3114,8383,1607981389.0
1338715842931023873,2,3068,98,13,178,0,134,51498,31082,1607983101.0
1338715842931023873,3,1,0,0,0,0,27228,29024,132720,1608041250.0
1338715842931023873,4,1247,24,7,64,0,71345,236345,30265,1607981073.0
1338715842931023873,5,98,0,0,19,0,30,15,1242,1607982379.0
1338715842931023873,6,14,3,1,3,0,1752,1349,38971,1607985549.0
1338715842931023873,7,32,3,0,2,0,10161,38870,63360,1607994660.0
1338715842931023873,8,1,0,0,1,0,5107,16822,5405,1608028739.0
1338715842931023873,9,61,3,0,18,0,510,7625,34333,1607980979.0
1338715842931023873,10,916,121,8,56,0,1859,109152,106900,1607981117.0
1338715842931023873,11,83,10,3,4,0,1012,186311,35488,1607981153.0
1338715842931023873,12,0,0,0,1,0,2961,65420,355655,1607980957.0
1338715842931023873,13,1113,128,15,194,0,371,31046,76998,1607980994.0
1338715842931023873,14,25,0,0,6,0,2994,2144,50431,1607981005.0
1338715842931023873,15,48,2,1,5,0,5987,49632,65159,1607981018.0
1338715842931023873,16,276,47,20,17,0,2017,1135506,97215,1607981337.0
1338715842931023873,17,409,11,3,22,0,87622,1100910,313265,1608008200.0
1338715842931023873,18,0,0,0,0,0,62,182,2828,1608052413.0
1338715842931023873,19,0,0,0,0,0,2529,2134,10653,1608053496.0
1338715842931023873,20,894,27,10,161,0,34795,95731,245934,1607980923.0
1338715842931023873,21,53,5,1,72,0,1681,6154,63357,1607981406.0
1338715842931023873,22,19,7,1,1,0,619,9363,62503,1607988502.0
1338715842931023873,23,1051,53,11,62,0,7747,35106,111711,1607990471.0
1338715842931023873,24,520,31,12,80,0,1435,586793,278045,1607980920.0
1338715842931023873,25,52,8,0,10,0,257,1084,508,1607981110.0
1338715842931023873,26,0,0,0,0,0,2229,32795,172606,1608077022.0
1338715842931023873,27,165,14,0,48,0,1433,1186,11131,1607981085.0
1338715842931023873,28,420,57,3,77,0,16611,29263,113920,1607981324.0
