o_tid,seq,like_num,retweet_num,quote_num,comment_num,view_num,follow_num,fan_num,post_num,date
1741542330497106024,1,99,24,2,12,3204,535,13806,29437,1704022260.0
1741542330497106024,2,431,116,20,20,9576,1625,81746,27130,1704024559.0
1741542330497106024,3,8,8,1,0,285,483,385,10219,1704031246.0
1741542330497106024,4,118,26,1,19,2957,16265,29333,79100,1704032484.0
1741542330497106024,5,1058,99,6,53,28115,2471,659725,42778,1704024197.0
1741542330497106024,6,70,7,0,2,1322,5001,3699,8558,1704025838.0
1741542330497106024,7,37,5,1,0,1257,2856,4351,9501,1704032493.0
1741542330497106024,8,5,1,0,0,169,720,1137,1477,1704022444.0
1741542330497106024,9,19,3,0,1,655,196,1082,8772,1704023341.0
1741542330497106024,10,1,1,0,0,118,430,560,42093,1704031933.0
1741542330497106024,11,7,0,0,0,304,836,5128,8053,1704022276.0
1741542330497106024,12,96,4,0,15,4212,1374,7375,33351,1704022278.0
1741542330497106024,13,114,8,0,5,2379,811,889,6681,1704022530.0
1741542330497106024,14,19,0,0,1,373,1084,5749,18373,1704028622.0
1741542330497106024,15,0,0,0,0,57,2264,2204,5258,1704036678.0
1741542330497106024,16,7,4,0,0,241,1050,1106,46642,1704038831.0
1741542330497106024,17,1,1,0,0,54,8411,7827,16983,1704098632.0
1741542330497106024,18,88,4,0,8,3164,152,44892,17389,1704022345.0
1741542330497106024,19,3,0,0,0,174,115,296,7236,1704023541.0
1741542330497106024,20,5,0,0,2,873,2311,10699,15012,1704024156.0
1741542330497106024,21,3,0,0,0,58,52,79,6754,1704086639.0
1741542330497106024,22,7,1,1,0,166,1020,1368,12738,1704041596.0
1741542330497106024,23,300,33,2,22,5629,3578,4613,19429,1704022394.0
1741542330497106024,24,12,7,0,0,154,1608,1792,4406,1704043008.0
1741542330497106024,25,107,16,0,6,1169,5106,5816,16293,1704022268.0
1741542330497106024,26,15,0,0,0,351,5106,5816,16293,1704022597.0
1741542330497106024,27,13,1,0,0,454,5106,5816,16293,1704022625.0
1741542330497106024,28,3,0,0,0,135,11010,11400,15351,1704063454.0
1741542330497106024,29,1,1,0,0,33,478,588,4793,1704098498.0
1741542330497106024,30,1,0,0,0,40,1559,836,7087,1704079995.0
1741542330497106024,31,1,0,0,1,441,443,8802,12868,1704022329.0
1741542330497106024,32,163,17,0,4,2278,1436,846,3501,1704026356.0
