o_tid,seq,like_num,retweet_num,quote_num,comment_num,view_num,follow_num,fan_num,post_num,date
1341885394124607488,1,757,71,4,181,0,4969,46319,248781,1608737495.0
1341885394124607488,2,50,9,5,3,0,24682,90087,14073,1608736916.0
1341885394124607488,3,1244,52,4,90,0,3459,93078,97074,1608736622.0
1341885394124607488,4,229,15,1,54,0,2340,12791,32961,1608736677.0
1341885394124607488,5,4690,429,48,1576,0,688,397799,12767,1608736684.0
1341885394124607488,6,0,0,0,0,0,3593,3677,22319,1608736983.0
1341885394124607488,7,1,0,0,0,0,5003,4359,19031,1608990482.0
1341885394124607488,8,1174,152,13,55,0,34865,43764,446666,1608741952.0
1341885394124607488,9,174,1,0,29,0,85234,107814,43728,1608736637.0
1341885394124607488,10,1126,41,2,38,0,1505,26785,56465,1608737136.0
1341885394124607488,11,132,28,6,229,0,153,4,105,1608736631.0
1341885394124607488,12,1434,143,6,17,0,8582,392685,105727,1608736639.0
1341885394124607488,13,10,0,0,2,0,2946,56749,60493,1608737228.0
1341885394124607488,14,1234,143,6,48,0,4459,172943,50014,1608737690.0
1341885394124607488,15,597,49,13,289,0,16218,34253,91517,1608739910.0
1341885394124607488,16,4,1,2,1,0,67438,83173,131684,1608736813.0
1341885394124607488,17,430,77,6,63,0,142293,196117,302273,1608737303.0
1341885394124607488,18,5,1,0,0,0,2869,13669,65908,1608738950.0
1341885394124607488,19,32,2,0,2,0,3546,693072,98871,1608739414.0
1341885394124607488,20,668,81,5,74,0,11272,126142,83274,1608739469.0
1341885394124607488,21,324,19,0,15,0,5137,924020,168248,1608739369.0
1341885394124607488,22,314,7,2,95,0,29506,47217,74997,1608736598.0
1341885394124607488,23,148,39,3,10,0,371,31046,76998,1608739054.0
1341885394124607488,24,553,25,2,16,0,33869,119958,30274,1608736924.0
1341885394124607488,25,104,18,1,6,0,6009,37442,45145,1608742944.0
1341885394124607488,26,66,5,2,6,0,9627,29033,133441,1608751295.0
1341885394124607488,27,185,37,3,7,0,61446,209566,33937,1608751365.0
1341885394124607488,28,356,40,0,19,0,796,40235,16156,1608751671.0
1341885394124607488,29,2294,316,12,19,0,5893,9615,57053,1608920293.0
1341885394124607488,30,0,0,0,0,0,1065,284,29286,1608925455.0
1341885394124607488,31,0,0,0,0,0,685,271,7272,1609062032.0
1341885394124607488,32,66,3,0,3,0,6126,10802,55350,1608736644.0
1341885394124607488,33,1503,148,11,30,0,9522,116056,6803,1608736653.0
1341885394124607488,34,43,0,0,2,0,2402,472645,55156,1608738245.0
1341885394124607488,35,1322,92,9,224,0,423,36549,15742,1608739939.0
1341885394124607488,36,1,0,0,0,0,6008,20247,183458,1608743029.0
1341885394124607488,37,391,16,1,11,0,87622,1100895,313265,1608744118.0
1341885394124607488,38,0,0,1,0,0,250,72,7105,1609083201.0
1341885394124607488,39,55,1,1,60,0,172,461,15047,1608785721.0
1341885394124607488,40,579,14,1,23,0,71345,236322,30265,1608736777.0
1341885394124607488,41,324,19,4,24,0,17328,179244,22402,1608737313.0
1341885394124607488,42,579,22,9,70,0,3907,212367,72291,1608737703.0
1341885394124607488,43,859,60,6,32,0,5901,90957,61653,1608738007.0
1341885394124607488,44,9,0,0,0,0,1758,2071,19648,1608936712.0
1341885394124607488,45,1,0,0,0,0,2091,11246,16404,1608946720.0
1341885394124607488,46,2469,140,15,160,0,7746,35104,111711,1608736666.0
1341885394124607488,47,682,18,1,58,0,7746,35104,111711,1608736992.0
1341885394124607488,48,1075,59,5,72,0,7746,35104,111711,1608736768.0
1341885394124607488,49,0,0,0,0,0,311,425,2553,1608921636.0
1341885394124607488,50,3086,164,24,340,0,7747,35106,111711,1608736642.0
1341885394124607488,51,1920,94,6,50,0,7747,35106,111711,1608736733.0
1341885394124607488,52,893,56,5,71,0,7747,35106,111711,1608736801.0
1341885394124607488,53,1305,42,3,107,0,7747,35106,111711,1608736935.0
1341885394124607488,54,277,15,2,9,0,7747,35106,111711,1608737015.0
1341885394124607488,55,485,22,2,12,0,7747,35106,111711,1608737048.0
1341885394124607488,56,409,24,1,18,0,5273,557272,97285,1608737568.0
1341885394124607488,57,11813,1767,115,815,0,46459,1483340,117508,1608736708.0
1341885394124607488,58,1051,98,4,206,0,2025,61931,15949,1608736757.0
1341885394124607488,59,389,12,1,26,0,1183,448526,67145,1608736840.0
1341885394124607488,60,2,0,0,1,0,2635,42834,51420,1608737063.0
1341885394124607488,61,1,0,0,2,0,6230,8156,202868,1608830463.0
1341885394124607488,62,0,0,0,0,0,6996,7638,284726,1608958352.0
1341885394124607488,63,451,58,2,63,0,265,73442,146466,1608736603.0
1341885394124607488,64,23,2,0,0,0,1610,916,42107,1608736625.0
1341885394124607488,65,379,17,2,6,0,10347,10224,62588,1608736689.0
1341885394124607488,66,298,11,0,8,0,2893,6761,57780,1608736760.0
