o_tid,seq,like_num,retweet_num,quote_num,comment_num,view_num,follow_num,fan_num,post_num,date
1733528236884115769,1,54,4,0,6,3437,324,2921,25499,1702111674.0
1733528236884115769,2,51,0,0,8,2540,2856,4352,9505,1702111975.0
1733528236884115769,3,1,0,0,1,46,1761,3313,1695,1702146112.0
1733528236884115769,4,6,0,0,3,1303,239,12647,92826,1702111568.0
1733528236884115769,5,53,2,0,2,1296,3785,3274,11265,1702111568.0
1733528236884115769,6,1,0,0,0,43,4774,4797,9278,1702111584.0
1733528236884115769,7,6,0,0,2,342,2876,3682,5132,1702111695.0
1733528236884115769,8,40,4,0,1,491,4371,5300,9022,1702121221.0
1733528236884115769,9,1,0,0,0,89,348,391,5162,1702166699.0
1733528236884115769,10,6,0,0,5,517,1661,1926,31670,1702111553.0
1733528236884115769,11,136,9,0,7,4826,8199,9766,10966,1702111638.0
1733528236884115769,12,9,1,0,1,335,9366,10323,29298,1702112574.0
1733528236884115769,13,3,0,0,0,100,469,1726,26615,1702195391.0
1733528236884115769,14,113,19,2,13,6702,640,2719,6111,1702111804.0
1733528236884115769,15,7,0,0,0,150,16875,33229,196264,1702122953.0
1733528236884115769,16,4,0,0,0,119,1032,2792,57878,1702111825.0
1733528236884115769,17,5,0,0,1,124,2787,2390,39220,1702113210.0
1733528236884115769,18,3,0,0,0,48,4909,2977,16762,1702153501.0
1733528236884115769,19,4,0,0,0,358,648,1664,20953,1702111550.0
1733528236884115769,20,3,0,0,1,60,2185,780,2475,1702120906.0
1733528236884115769,21,1,0,0,0,26,375,703,1865,1702171139.0
1733528236884115769,22,0,0,0,1,143,764,177,1231,1702169350.0
1733528236884115769,23,0,0,0,0,21,1000,16122,41187,1702111562.0
1733528236884115769,24,0,0,0,1,106,656,3873,42867,1702111657.0
1733528236884115769,25,7,0,0,0,66,4779,8121,29490,1702116412.0
1733528236884115769,26,0,0,0,0,13,647,435,6693,1702134947.0
1733528236884115769,27,1,0,0,0,22,98,198,1472,1702192859.0
1733528236884115769,28,0,0,0,0,88,64,451,8008,1702182700.0
1733528236884115769,29,0,0,0,0,13,3980,1365,83714,1702211179.0
1733528236884115769,30,6,0,0,2,189,487,383,7368,1702112977.0
1733528236884115769,31,1,0,0,0,27,183,104,1747,1702142035.0
1733528236884115769,32,1,0,0,0,14,221,153,13552,1702143855.0
1733528236884115769,33,0,0,0,0,24,293,315,8536,1702270831.0
1733528236884115769,34,0,0,0,0,9,61,13,225,1702195956.0
1733528236884115769,35,0,0,0,0,13,377,191,2943,1702207002.0
1733528236884115769,36,2,0,0,0,255,128,145,46,1702112419.0
1733528236884115769,37,1,0,0,0,15,2357,462,16623,1702123876.0
1733528236884115769,38,1,0,0,0,52,100,35,188,1702143775.0
1733528236884115769,39,1,0,0,0,13,46,51,911,1702149337.0
1733528236884115769,40,1,0,0,0,19,136,120,1950,1702185237.0
1733528236884115769,41,1,0,0,0,55,186,126,1444,1702123970.0
1733528236884115769,42,0,0,0,0,47,2083,345,48512,1702130334.0
1733528236884115769,43,0,0,0,0,38,1746,679,796,1702140355.0
1733528236884115769,44,0,0,0,0,12,5003,1354,92546,1702197163.0
1733528236884115769,45,0,0,0,0,16,70,58,555,1702203412.0
1733528236884115769,46,0,0,0,0,12,6648,12412,18742,1702407822.0
1733528236884115769,47,6,0,0,0,160,741,3648,8418,1702125161.0
1733528236884115769,48,0,0,0,0,16,4596,3678,11237,1702129982.0
1733528236884115769,49,0,0,0,0,11,21104,21689,18372,1702134289.0
1733528236884115769,50,21,1,0,1,266,5106,5816,16297,1702116523.0
1733528236884115769,51,17,0,0,1,196,5106,5816,16297,1702116528.0
1733528236884115769,52,85,7,1,65,5435,1272,2709,51107,1702111577.0
1733528236884115769,53,17,3,0,4,397,520,1274,9583,1702113445.0
1733528236884115769,54,110,1,0,10,1783,2544,59789,19044,1702122931.0
1733528236884115769,55,0,0,0,0,46,214,2908,1812,1702180999.0
1733528236884115769,56,12,0,0,1,146,3868,2401,15680,1702113204.0
1733528236884115769,57,0,0,0,0,15,3050,3120,80099,1703098406.0
1733528236884115769,58,700,55,5,50,11897,62301,109122,19086,1702112314.0
1733528236884115769,59,0,0,0,1,54,1676,1029,22859,1702134991.0
1733528236884115769,60,0,0,0,0,16,41,40,2066,1702125769.0
1733528236884115769,61,1,0,0,0,28,2512,2561,18517,1702155599.0
1733528236884115769,62,1,0,0,0,39,803,4128,13974,1702178510.0
1733528236884115769,63,1,0,0,0,15,4997,2840,67233,1702120068.0
1733528236884115769,64,1,0,0,0,18,630,1106,19590,1702179520.0
1733528236884115769,65,1,0,0,0,18,231,1641,15785,1702113934.0
1733528236884115769,66,37,14,0,14,1668,648,1664,20953,1702111580.0
1733528236884115769,67,2,0,0,0,131,4733,974,697,1702113312.0
1733528236884115769,68,2,0,0,0,34,2218,1532,32093,1702115024.0
1733528236884115769,69,4,0,0,3,951,535,13807,29444,1702111536.0
1733528236884115769,70,4,0,0,2,484,1272,2708,51107,1702111555.0
1733528236884115769,71,2,0,0,1,1190,96,50720,1069,1702111579.0
1733528236884115769,72,4,0,0,1,386,1046,8940,29420,1702111592.0
1733528236884115769,73,5,0,0,0,175,7750,14858,24080,1702111596.0
1733528236884115769,74,4,0,0,0,196,7750,14858,24080,1702111600.0
1733528236884115769,75,7,1,0,0,347,1339,2168,18210,1702111698.0
1733528236884115769,76,31,1,1,1,1478,9456,9467,36856,1702111824.0
1733528236884115769,77,5,0,0,0,92,2303,1516,9070,1702112025.0
1733528236884115769,78,7,0,0,2,695,1692,1579,11918,1702112035.0
1733528236884115769,79,0,0,0,0,60,364,707,10230,1702127908.0
1733528236884115769,80,1,0,0,0,22,57,671,3912,1702143835.0
1733528236884115769,81,0,0,0,0,23,312,313,5642,1702182124.0
1733528236884115769,82,0,0,1,0,55,383,1802,9081,1702117020.0
1733528236884115769,83,0,0,0,0,76,1073,1072,7048,1702131426.0
1733528236884115769,84,0,0,0,0,34,1503,423,1732,1702138323.0
1733528236884115769,85,0,0,0,0,22,1085,511,12451,1702144020.0
1733528236884115769,86,0,0,0,0,21,1600,1512,5299,1702178625.0
1733528236884115769,87,0,0,0,0,17,5002,1330,24890,1702184039.0
1733528236884115769,88,0,0,0,0,7,974,774,35017,1702191571.0
1733528236884115769,89,0,0,0,0,21,10,89,4391,1702141299.0
1733528236884115769,90,37,0,0,1,1183,12360,101355,41390,1702112303.0
1733528236884115769,91,0,0,0,0,15,443,138,3437,1702119648.0
1733528236884115769,92,1,0,0,0,160,176,607,8397,1702128553.0
1733528236884115769,93,0,0,0,0,33,254,66,3133,1702126346.0
1733528236884115769,94,1,0,0,0,34,1421,1877,200321,1702136590.0
1733528236884115769,95,0,0,0,1,131,241,1149,13796,1702147292.0
1733528236884115769,96,1,0,0,0,120,498,6487,19495,1702111764.0
1733528236884115769,97,0,0,0,0,189,6060,8262,22505,1702111911.0
1733528236884115769,98,0,0,0,0,17,193,2985,5322,1702114618.0
1733528236884115769,99,1,0,0,0,111,1434,811,3556,1702111556.0
1733528236884115769,100,506,25,0,21,11061,3373,7667,150148,1702111687.0
1733528236884115769,101,4,0,0,1,406,870,16430,247400,1702112173.0
1733528236884115769,102,4,0,0,0,28,610,405,903,1702113600.0
1733528236884115769,103,11,0,0,2,213,2947,11654,11039,1702115513.0
1733528236884115769,104,9,0,0,0,547,1354,30179,13666,1702120784.0
1733528236884115769,105,0,0,0,0,13,283,13,602,1702123125.0
1733528236884115769,106,1,0,0,0,14,1484,1497,70450,1702124227.0
1733528236884115769,107,2,0,0,0,39,5001,4734,10251,1702124465.0
1733528236884115769,108,0,0,0,0,6,195,82,2634,1702126026.0
1733528236884115769,109,8,0,0,5,691,23333,111744,248479,1702111640.0
1733528236884115769,110,11,0,0,2,384,23333,111744,248479,1702111699.0
1733528236884115769,111,6,0,0,0,267,3769,3812,26626,1702112717.0
1733528236884115769,112,2,0,0,0,36,1074,21422,30854,1702116936.0
1733528236884115769,113,1,0,0,0,32,281,467,1482,1702130922.0
1733528236884115769,114,17,4,0,1,319,13547,40638,280097,1702136885.0
1733528236884115769,115,1,0,0,0,36,2421,1168,71886,1702154642.0
1733528236884115769,116,1,0,0,0,16,676,1847,26225,1702180111.0
1733528236884115769,117,2,0,0,0,9,224,390,7651,1702191203.0
1733528236884115769,118,33,3,0,1,1693,50717,103825,213690,1702112805.0
1733528236884115769,119,6,5,0,3,505,448,793,20080,1702123215.0
1733528236884115769,120,2,0,0,0,29,823,1116,6746,1702127410.0
1733528236884115769,121,3,0,0,0,67,5115,21187,70142,1702134526.0
1733528236884115769,122,3,1,0,0,551,4969,46321,248781,1702111539.0
1733528236884115769,123,7,0,0,0,122,2235,5110,97770,1702112944.0
1733528236884115769,124,2,2,0,1,29,948,1141,26863,1702111552.0
1733528236884115769,125,4,1,0,1,371,451,10584,17145,1702111602.0
1733528236884115769,126,111,10,0,7,2710,31021,33769,26481,1702112754.0
1733528236884115769,127,27,1,0,3,754,7537,7364,12278,1702114934.0
1733528236884115769,128,50,2,1,7,1412,945,423,3398,1702115191.0
1733528236884115769,129,2,0,0,0,14,5118,5609,5758,1702122149.0
1733528236884115769,130,0,0,0,0,117,3768,3798,26626,1702112641.0
1733528236884115769,131,0,0,0,0,2,1620,750,14930,1702125851.0
1733528236884115769,132,8,0,0,0,47,3121,61811,7264,1702136979.0
1733528236884115769,133,0,0,0,0,26,1433,859,8621,1702157421.0
1733528236884115769,134,0,0,0,0,27,89,139,1404,1702162117.0
1733528236884115769,135,1,0,0,0,59,1313,1400,3507,1702162247.0
1733528236884115769,136,0,0,0,0,23,1380,8499,401907,1702185015.0
1733528236884115769,137,0,0,0,0,31,81,67,411,1702185712.0
1733528236884115769,138,1,0,0,0,30,6720,6129,211374,1702193110.0
1733528236884115769,139,0,0,0,0,112,1483,1536,8636,1702111921.0
1733528236884115769,140,1,0,0,0,15,2348,871,9938,1702119960.0
1733528236884115769,141,1,0,0,0,10,310,57,580,1702123234.0
1733528236884115769,142,0,0,0,0,15,296,1673,113980,1702125084.0
1733528236884115769,143,0,0,0,0,20,282,143,975,1702129497.0
1733528236884115769,144,0,0,0,0,2,1185,691,528,1702159757.0
1733528236884115769,145,0,0,0,0,6,202,1023,24456,1702185611.0
1733528236884115769,146,0,0,0,0,15,14827,25216,158979,1702194261.0
1733528236884115769,147,2,0,0,0,13,124,136,1848,1702194541.0
1733528236884115769,148,0,0,0,0,9,15041,15747,169696,1702267778.0
1733528236884115769,149,423,4,0,16,12967,6088,96746,19658,1702111622.0
1733528236884115769,150,5,1,0,0,59,21312,21362,70023,1702111713.0
1733528236884115769,151,2,0,0,0,26,21312,21362,70023,1702111741.0
1733528236884115769,152,4,2,0,1,109,21312,21362,70023,1702111767.0
1733528236884115769,153,0,0,0,0,13,1425,1691,19827,1702113765.0
1733528236884115769,154,3,1,0,0,31,102,878,38054,1702143820.0
