o_tid,seq,like_num,retweet_num,quote_num,comment_num,view_num,follow_num,fan_num,post_num,date
1716550923982368976,1,23,5,0,8,581,216,5788,56103,1698063870.0
1716550923982368976,2,33,2,0,2,487,8199,9766,10966,1698063985.0
1716550923982368976,3,34,8,0,4,552,3665,3701,6982,1698065766.0
1716550923982368976,4,1,0,0,0,10,318,295,13379,1698080903.0
1716550923982368976,5,1,0,0,0,14,543,916,8065,1698065924.0
1716550923982368976,6,6,0,0,2,276,369,981,9652,1698064248.0
1716550923982368976,7,1,0,0,1,67,539,1176,16784,1698071392.0
1716550923982368976,8,1,0,0,0,6,1537,1068,7002,1698070102.0
1716550923982368976,9,0,0,0,0,2,5001,1808,131761,1698090239.0
1716550923982368976,10,12,2,0,5,729,2812,24778,19669,1698063912.0
1716550923982368976,11,34,13,1,4,588,6649,12831,53846,1698067498.0
1716550923982368976,12,34,13,0,2,372,18301,35509,33506,1698064605.0
1716550923982368976,13,26,1,0,1,522,592,13994,19511,1698067414.0
1716550923982368976,14,24,2,0,2,669,31795,47082,142919,1698064137.0
1716550923982368976,15,939,224,5,43,14017,935,57793,10400,1698067220.0
1716550923982368976,16,76,11,0,1,740,197,16199,10832,1698067941.0
1716550923982368976,17,90,28,0,5,1499,58195,134395,210040,1698066173.0
1716550923982368976,18,55,7,0,3,3148,58195,134395,210040,1698072626.0
1716550923982368976,19,25,2,0,5,473,485,10397,17914,1698063873.0
1716550923982368976,20,7,4,0,1,337,17010,18769,61765,1698063897.0
1716550923982368976,21,9,1,0,0,471,459,13076,51593,1698064690.0
1716550923982368976,22,24,0,0,1,969,2370,7755,17565,1698063857.0
1716550923982368976,23,11,0,0,0,193,1145,1152,14801,1698063861.0
1716550923982368976,24,7,1,0,0,101,6649,12831,53846,1698067513.0
1716550923982368976,25,35,2,0,2,1673,12,198042,10217,1698063929.0
1716550923982368976,26,8,0,0,0,150,5014,10712,57817,1698064056.0
1716550923982368976,27,49,4,0,13,2710,225,68155,195077,1698064056.0
1716550923982368976,28,5,0,0,3,1760,83,126033,14956,1698064074.0
1716550923982368976,29,1,0,0,0,66,378,243049,1454454,1698072017.0
1716550923982368976,30,1,0,0,0,6,3261,3142,18128,1698072562.0
1716550923982368976,31,58,7,0,2,489,27118,29278,64827,1698063838.0
1716550923982368976,32,4,1,0,0,40,107,262,16864,1698068220.0
1716550923982368976,33,2,0,0,0,45,3649,2305,26517,1698069776.0
1716550923982368976,34,1,0,0,0,129,696,7841,13070,1698064134.0
1716550923982368976,35,0,0,0,0,209,9547,28063,9480,1698065068.0
1716550923982368976,36,1,1,0,0,64,1055,8912,10320,1698073838.0
1716550923982368976,37,1,0,0,0,3,738,390,5243,1698076117.0
1716550923982368976,38,1,0,0,0,837,5063,4686,113001,1698092060.0
1716550923982368976,39,1,0,0,0,47,5000,636,7649,1698129977.0
1716550923982368976,40,4,1,0,0,219,181,8756,15004,1698065125.0
