o_tid,seq,like_num,retweet_num,quote_num,comment_num,view_num,follow_num,fan_num,post_num,date
1346239227827265537,1,277,33,2,174,0,100,8472,39901,1609774676.0
1346239227827265537,2,1,0,0,1,0,1103,736,12731,1609846870.0
1346239227827265537,3,273,19,1,73,0,2025,61930,15949,1609775142.0
1346239227827265537,4,145,7,0,5,0,3969,91844,32939,1609777581.0
1346239227827265537,5,32,0,0,6,0,20635,370212,247235,1609829018.0
1346239227827265537,6,0,0,0,0,0,54,76,19251,1609831388.0
1346239227827265537,7,6,0,0,0,0,3593,3677,22319,1609918799.0
1346239227827265537,8,201,5,0,34,9978,509,758167,44016,1692788717.0
1346239227827265537,9,751,10,3,133,0,627,1577,14890,1609774637.0
1346239227827265537,10,129,8,0,64,0,3206,5898,72683,1609774661.0
1346239227827265537,11,0,0,0,1,340,2025,3730,51489,1692042992.0
1346239227827265537,12,76,5,1,48,0,34994,50237,50098,1609774672.0
1346239227827265537,13,784,51,0,93,0,1614,261283,10913,1609774692.0
1346239227827265537,14,1773,289,9,198,0,63968,371170,159272,1609774715.0
1346239227827265537,15,5121,116,10,199,0,124,1126216,32214,1609774800.0
1346239227827265537,16,29,3,0,2,0,31361,73930,84530,1609774961.0
1346239227827265537,17,315,28,0,36,0,371,31046,76998,1609775630.0
1346239227827265537,18,585,126,8,161,0,142293,196117,302273,1609776526.0
1346239227827265537,19,527,15,0,30,0,29506,47216,74997,1609777679.0
1346239227827265537,20,5,2,0,1,0,13652,25154,7395,1609780747.0
1346239227827265537,21,1,0,0,0,100,1003,369,4465,1692788852.0
1346239227827265537,22,248,16,1,13,0,688,397766,12767,1609785212.0
1346239227827265537,23,80,9,1,26,0,7861,164034,69565,1609775493.0
1346239227827265537,24,411,10,0,8,0,33869,119959,30274,1609775580.0
1346239227827265537,25,107,25,0,6,0,4515,5179,16730,1609785754.0
1346239227827265537,26,0,0,0,1,0,3940,3340,48361,1609831169.0
1346239227827265537,27,1,0,0,0,0,57,60,161,1609832869.0
1346239227827265537,28,2,1,0,2,0,1694,113866,48166,1609857183.0
1346239227827265537,29,0,0,0,0,0,5079,1836,276167,1669091961.0
1346239227827265537,30,1,0,0,1,234,129,1989,328,1692042724.0
1346239227827265537,31,56,13,2,10,0,3686,6631,80097,1609776066.0
1346239227827265537,32,627,30,1,33,0,5136,924013,168247,1609775581.0
1346239227827265537,33,100,2,0,4,0,2523,79750,148804,1609774913.0
1346239227827265537,34,1228,48,2,29,0,5902,90959,61653,1609774979.0
1346239227827265537,35,5,0,0,1,0,15387,20528,83983,1609776636.0
1346239227827265537,36,8,0,0,0,0,5329,5551,79102,1609777330.0
1346239227827265537,37,2,0,0,0,0,2281,12951,12551,1609781745.0
1346239227827265537,38,1,0,0,1,0,2229,32795,172606,1609855577.0
1346239227827265537,39,1894,156,10,463,0,4969,46318,248781,1609774667.0
1346239227827265537,40,538,18,0,210,0,2460,485035,21371,1609774719.0
1346239227827265537,41,348,16,0,10,0,2290,75764,38716,1609775070.0
1346239227827265537,42,4,1,0,0,0,789,7936,37786,1609776293.0
1346239227827265537,43,1,0,0,0,0,9101,38079,56884,1609779873.0
1346239227827265537,44,1,0,0,0,177,449,2993,11985,1692788822.0
1346239227827265537,45,97,0,0,14,0,3380,526710,59614,1609774707.0
1346239227827265537,46,595,10,2,125,0,1183,448520,67145,1609774727.0
1346239227827265537,47,11,0,0,1,0,1704,116261,336438,1609813293.0
1346239227827265537,48,15,1,0,0,0,1704,116261,336438,1609813385.0
1346239227827265537,49,14,0,0,1,0,1704,116261,336438,1609813626.0
1346239227827265537,50,48,2,0,19,0,173,55,977,1609774651.0
1346239227827265537,51,78,3,0,114,0,307,2777,7041,1609774665.0
1346239227827265537,52,66,4,0,29,0,1333,581,16509,1609774682.0
1346239227827265537,53,224,13,0,77,0,100,8472,39901,1609774694.0
1346239227827265537,54,1,0,0,0,0,26506,31190,471918,1609774735.0
1346239227827265537,55,74,4,0,3,0,280,6516,43290,1609774752.0
1346239227827265537,56,414,17,0,17,0,3256,5265,19772,1609774870.0
1346239227827265537,57,167,10,1,4,0,2304,3310,50793,1609774873.0
1346239227827265537,58,60,5,0,3,0,4752,4652,26892,1609774886.0
1346239227827265537,59,108,6,0,4,0,2245,3107,138675,1609774924.0
1346239227827265537,60,24,2,0,4,0,10,18381,14772,1609774626.0
1346239227827265537,61,87,4,0,6,0,967,135,3792,1609774644.0
1346239227827265537,62,1228,52,2,21,0,484,6370,65786,1609774659.0
1346239227827265537,63,163,2,0,22,0,1739,1649,29464,1609774678.0
1346239227827265537,64,31,9,2,6,0,1419,2369,34559,1609774966.0
1346239227827265537,65,407,11,0,8,0,6,2606,18128,1609775242.0
1346239227827265537,66,3,0,0,0,0,785,5029,21571,1609775504.0
1346239227827265537,67,5,3,1,0,0,11871,16335,28011,1609776536.0
1346239227827265537,68,115,7,1,10,0,5002,4045,119173,1609776618.0
1346239227827265537,69,101,3,0,5,0,374,80397,76594,1609778152.0
1346239227827265537,70,336,6,1,27,0,774,290,34538,1609774645.0
1346239227827265537,71,136,10,0,10,0,317,707,37453,1609774674.0
1346239227827265537,72,235,0,0,60,0,927,2285,31452,1609774734.0
1346239227827265537,73,33,9,2,8,0,1724,1651,193537,1609774754.0
1346239227827265537,74,58,12,0,3,0,1539,508579,112112,1609774896.0
1346239227827265537,75,562,35,3,136,0,13764,15212,29066,1609775294.0
1346239227827265537,76,28,6,0,15,0,5001,1762,103375,1609775304.0
1346239227827265537,77,280,17,6,41,0,13764,15212,29066,1609775354.0
1346239227827265537,78,0,0,0,2,0,616,51,1047,1609776130.0
1346239227827265537,79,1162,59,6,214,0,392,67894,60559,1609774662.0
1346239227827265537,80,92,5,0,6,0,2363,834,8064,1609774671.0
1346239227827265537,81,417,20,4,75,0,392,67894,60559,1609774695.0
1346239227827265537,82,135,4,0,5,0,6,2606,18128,1609774973.0
1346239227827265537,83,0,0,0,2,0,882,519,20074,1609775368.0
1346239227827265537,84,7,1,0,1,0,541,617,41995,1609775460.0
1346239227827265537,85,86,6,0,7,0,856,390759,294337,1609775981.0
1346239227827265537,86,0,0,0,1,0,219,105,9929,1609776068.0
1346239227827265537,87,0,0,0,1,0,4956,3039,158940,1609776363.0
1346239227827265537,88,158,12,1,12,0,10405,9915,41122,1609777492.0
1346239227827265537,89,306,25,6,6,0,217,28301,50466,1609774639.0
1346239227827265537,90,193,16,4,20,0,234,431,49971,1609774730.0
1346239227827265537,91,122,10,0,9,0,234,431,49971,1609774746.0
1346239227827265537,92,151,9,1,5,0,234,431,49971,1609774791.0
1346239227827265537,93,366,9,0,3,0,5039,186476,163977,1609775067.0
1346239227827265537,94,69,8,1,45,0,3686,6631,80097,1609775994.0
1346239227827265537,95,62,7,0,16,0,3686,6631,80097,1609776042.0
1346239227827265537,96,151,7,2,6,0,13141,12893,70458,1609776433.0
1346239227827265537,97,1,0,0,0,0,523,1472,4083,1609777438.0
1346239227827265537,98,0,0,0,1,0,127,31,1885,1609777440.0
1346239227827265537,99,0,0,0,0,0,1946,2686,6645,1609775183.0
1346239227827265537,100,61,8,0,3,0,50363,50366,20019,1609777039.0
1346239227827265537,101,2,0,0,0,0,5282,18134,72117,1609777901.0
1346239227827265537,102,52,1,0,137,0,160,245,14965,1609779304.0
1346239227827265537,103,52,1,0,5,0,809,515,66843,1609780545.0
1346239227827265537,104,28,0,0,9,0,223,104,3588,1609786992.0
1346239227827265537,105,2,0,0,1,0,889,137,4444,1609794459.0
1346239227827265537,106,1,0,0,0,0,642,164,7608,1609827680.0
1346239227827265537,107,0,0,0,0,0,84,34,156,1609827957.0
1346239227827265537,108,0,0,0,0,0,930,45,734,1609828070.0
1346239227827265537,109,225,32,1,12,0,9487,9598,229851,1609774784.0
1346239227827265537,110,3,2,0,1,0,3515,5410,154998,1609777906.0
1346239227827265537,111,1,0,0,2,0,5366,14993,70311,1609780590.0
1346239227827265537,112,5,1,0,0,0,21880,20266,20540,1609781300.0
1346239227827265537,113,0,0,0,0,0,456,275,5252,1609828012.0
1346239227827265537,114,0,0,0,0,0,7,1,147,1609828095.0
1346239227827265537,115,0,0,0,0,0,277,122,9139,1609828147.0
1346239227827265537,116,0,0,0,0,0,74,13,678,1609828162.0
1346239227827265537,117,1,0,0,0,0,67,4,56,1609828241.0
1346239227827265537,118,524,50,3,45,0,46787,90255,24250,1609774756.0
1346239227827265537,119,82,2,0,1,0,4774,2491,69894,1609774779.0
1346239227827265537,120,204,7,1,7,0,10702,14123,51354,1609774781.0
1346239227827265537,121,23,6,2,1,0,6277,5971,20442,1609774855.0
1346239227827265537,122,1,0,0,0,0,514,1924,1766,1609775784.0
1346239227827265537,123,149,21,0,21,0,34169,36065,241467,1609777760.0
1346239227827265537,124,26,8,0,0,0,24895,37313,214496,1609778342.0
1346239227827265537,125,4,1,0,0,0,16966,17063,207906,1609778605.0
1346239227827265537,126,3,3,0,2,0,22807,27430,289640,1609778912.0
1346239227827265537,127,9,1,0,0,0,6957,6932,9460,1609779630.0
1346239227827265537,128,1,0,0,2,0,25,25,2072,1609780976.0
1346239227827265537,129,0,0,0,1,0,90,7,61,1609781147.0
1346239227827265537,130,0,1,0,1,0,2019,325,905,1609800013.0
1346239227827265537,131,1,2,0,1,0,1680,480,17787,1609828758.0
1346239227827265537,132,1,0,0,0,0,868,161,1264,1609829443.0
1346239227827265537,133,1,0,0,0,0,4640,2561,14010,1609830240.0
1346239227827265537,134,1,0,0,0,0,49,6,304,1609831653.0
1346239227827265537,135,1,0,0,0,0,635,246,6639,1609832222.0
1346239227827265537,136,1,0,0,0,0,94,25,1658,1609833449.0
1346239227827265537,137,64,1,0,0,0,4750,5182,62755,1609774943.0
1346239227827265537,138,1,0,0,0,0,1608,3075,27322,1609778961.0
1346239227827265537,139,24,0,0,0,0,8792,17806,14980,1609779802.0
1346239227827265537,140,7,1,0,0,0,1013,1078,114366,1609781756.0
1346239227827265537,141,9,0,0,1,0,53729,50461,43126,1609788257.0
1346239227827265537,142,10,3,1,4,0,41,6,90,1609792125.0
1346239227827265537,143,1,0,0,0,0,1,0,8,1609797234.0
1346239227827265537,144,0,0,0,1,0,340,456,5156,1609823696.0
1346239227827265537,145,1,0,0,0,0,687,766,32040,1609828546.0
